Warehouse_block,Mode_of_Shipment,Product_importance,Weight_in_gms,Cost_of_the_Product,Discount_offered,Reached.on.Time_Y.N
F,Road,medium,4635,206,5,0
D,Road,medium,5310,181,1,0
F,Road,low,5922,150,1,1
A,Road,low,4212,258,3,1
B,Road,medium,4678,149,1,0
C,Road,low,4200,163,4,0
F,Road,high,4481,259,8,0
D,Road,low,4792,187,7,0
F,Road,medium,5024,172,1,1
A,Road,low,5839,139,2,0
B,Road,low,4162,203,2,1
C,Road,medium,4662,150,1,0
F,Road,medium,5077,201,10,1
D,Road,medium,5553,194,7,0
F,Road,high,4756,159,4,1
A,Flight,medium,4937,238,9,0
B,Flight,low,4567,189,8,0
C,Flight,high,4135,173,1,1
F,Flight,medium,5082,171,2,0
D,Flight,low,5440,154,3,1
F,Flight,low,4634,173,4,0
A,Flight,low,4134,186,8,0
B,Flight,low,5546,224,9,1
C,Flight,medium,5131,186,9,1
F,Flight,low,5514,196,5,0
D,Flight,low,4819,149,4,1
F,Flight,medium,5961,224,8,1
A,Flight,low,5594,154,10,1
B,Flight,low,4049,170,3,0
C,Flight,low,5987,150,6,0
F,Flight,low,4744,240,7,1
D,Flight,medium,5958,139,4,1
F,Flight,medium,5972,251,2,0
A,Flight,medium,4747,237,4,1
B,Flight,low,4450,227,4,0
C,Flight,low,5299,131,1,1
F,Flight,low,5804,161,8,1
D,Ship,medium,4224,195,9,0
F,Ship,low,5356,266,1,0
A,Ship,low,4250,198,9,1
B,Ship,low,4291,200,10,1
C,Ship,medium,5844,196,2,0
F,Ship,low,5759,285,4,0
D,Ship,low,5649,265,2,0
F,Ship,low,5084,131,8,0
A,Ship,medium,5404,216,2,1
B,Ship,low,5621,253,1,0
C,Ship,medium,5278,230,4,1
F,Ship,medium,4684,173,1,0
D,Ship,low,4080,206,4,0
F,Ship,low,4869,189,7,0
A,Ship,high,4078,270,1,1
B,Ship,low,5531,266,3,1
C,Ship,medium,5477,270,7,1
F,Ship,medium,4616,216,8,0
D,Ship,medium,4575,147,6,0
F,Ship,medium,4725,270,10,1
A,Ship,low,5171,261,3,0
B,Ship,medium,4007,261,3,1
C,Ship,low,4392,177,3,1
F,Ship,high,4624,142,7,0
D,Ship,medium,4663,222,10,0
F,Ship,medium,5418,186,9,0
A,Ship,medium,5006,177,8,1
B,Ship,low,4433,251,3,0
C,Ship,medium,5525,240,9,1
F,Ship,medium,5425,260,10,0
D,Ship,high,4991,206,3,0
F,Ship,low,4811,242,3,1
A,Ship,low,5566,194,1,0
B,Ship,low,1014,232,10,1
C,Ship,low,1990,279,10,1
F,Ship,low,1568,251,10,1
D,Ship,low,1787,300,10,0
F,Ship,low,1783,133,4,1
A,Ship,low,1404,283,8,0
B,Ship,low,1717,296,8,1
C,Ship,medium,1891,261,8,0
F,Ship,low,1959,286,3,0
D,Ship,low,1735,298,1,1
F,Ship,medium,1581,287,1,0
A,Ship,medium,1660,251,3,0
B,Ship,low,1913,231,4,1
C,Ship,medium,1561,249,10,0
F,Ship,low,1699,244,10,0
D,Ship,medium,1829,264,9,1
F,Ship,medium,1020,254,10,0
A,Ship,low,1758,264,6,0
B,Ship,low,1771,309,9,1
C,Ship,low,1853,298,4,0
F,Ship,medium,1568,265,1,0
D,Ship,medium,1071,246,7,0
F,Ship,low,1329,222,5,0
A,Ship,low,1690,250,1,1
B,Ship,medium,1711,240,7,1
C,Ship,low,1335,246,6,1
F,Ship,medium,1281,293,4,0
D,Ship,low,5254,189,3,1
F,Ship,high,4459,270,7,1
A,Ship,low,5221,266,10,0
B,Ship,medium,5873,270,9,1
C,Ship,medium,5329,216,4,1
F,Ship,medium,5822,147,7,0
D,Ship,medium,4195,270,9,0
F,Ship,low,4145,261,10,0
A,Ship,medium,5248,261,9,1
B,Ship,low,5451,177,6,1
C,Ship,high,4280,142,9,1
F,Ship,medium,4597,222,10,0
D,Ship,medium,4357,186,1,0
F,Ship,medium,5374,177,10,1
A,Ship,low,4252,251,1,0
B,Ship,medium,4385,240,3,0
C,Ship,medium,4162,260,8,1
F,Ship,high,5479,206,7,1
D,Ship,low,5341,242,4,0
F,Ship,low,5779,194,3,1
A,Ship,low,1187,232,1,1
B,Ship,low,1246,279,1,1
C,Ship,low,1230,251,1,1
F,Ship,low,1696,300,3,0
D,Ship,low,1239,133,7,1
F,Ship,low,1512,283,10,0
A,Ship,low,1823,296,2,1
B,Ship,medium,1524,261,8,0
C,Ship,low,1750,286,5,1
F,Ship,low,1520,298,3,0
D,Ship,medium,1850,287,8,1
F,Ship,medium,1864,251,6,0
A,Ship,low,1247,231,10,0
B,Road,medium,1654,249,1,1
C,Road,low,1787,244,5,0
F,Road,medium,1296,264,3,0
D,Road,medium,1545,254,7,0
F,Road,low,1007,264,7,0
A,Road,low,1335,309,6,0
B,Road,low,1551,298,4,0
C,Road,medium,1929,265,6,0
F,Road,medium,1297,246,7,1
D,Road,low,1311,222,4,0
F,Road,low,1890,250,9,1
A,Road,low,1243,269,2,0
B,Road,low,1377,161,9,0
C,Road,low,1533,256,5,1
F,Road,medium,1009,303,4,0
D,Road,medium,1953,257,3,0
F,Road,low,1724,259,3,1
A,Road,low,1398,249,1,1
B,Road,high,1116,289,3,0
C,Road,medium,1118,308,6,0
F,Road,medium,1520,297,2,1
D,Road,low,1353,255,1,1
F,Flight,low,1253,266,9,1
A,Flight,low,1597,302,3,1
B,Flight,medium,1344,223,4,0
C,Flight,low,1703,261,6,1
F,Flight,low,1922,273,7,0
D,Flight,low,1221,260,2,0
F,Flight,low,1852,266,9,0
A,Flight,low,1886,164,8,0
B,Flight,medium,1117,240,9,0
C,Flight,medium,1418,305,10,1
F,Flight,low,1475,248,7,1
D,Flight,medium,1480,279,1,0
F,Flight,low,1315,244,7,0
A,Flight,low,1097,267,4,0
B,Flight,medium,1513,275,6,0
C,Flight,medium,1036,299,9,1
F,Flight,medium,1488,254,3,1
D,Flight,medium,1524,273,6,0
F,Flight,low,1278,218,6,1
A,Flight,medium,1837,267,10,1
B,Flight,medium,1066,259,6,1
C,Flight,low,1805,272,3,0
F,Ship,medium,1220,281,8,0
D,Ship,medium,1935,267,1,0
F,Ship,medium,1927,260,10,0
A,Ship,medium,1918,261,9,1
B,Ship,medium,1752,219,2,0
C,Ship,medium,1639,264,3,0
F,Ship,low,1563,310,5,0
D,Ship,high,1631,297,6,0
F,Ship,low,1512,274,5,0
A,Ship,medium,1053,246,6,0
B,Ship,medium,1960,221,3,1
C,Ship,low,1495,295,10,0
F,Ship,low,1697,259,6,0
D,Ship,medium,1597,138,7,1
F,Ship,low,1205,250,9,0
A,Ship,medium,1705,236,4,0
B,Ship,medium,1505,267,10,0
C,Ship,medium,1384,283,1,1
F,Ship,low,1817,244,8,1
D,Ship,low,1809,260,9,1
F,Ship,medium,1358,276,5,1
A,Ship,low,1653,307,4,0
B,Ship,low,1709,266,8,0
C,Ship,medium,1084,237,6,0
F,Ship,medium,1869,251,4,0
D,Ship,low,1349,247,4,1
F,Ship,low,4620,279,3,0
A,Ship,low,5163,230,10,0
B,Ship,low,5100,234,4,1
C,Ship,medium,5351,152,8,0
F,Ship,medium,4733,160,9,1
D,Ship,low,5303,263,3,0
F,Ship,low,5910,164,4,0
A,Ship,medium,5098,209,1,1
B,Ship,low,4694,245,9,0
C,Ship,low,5919,172,5,0
F,Ship,medium,4907,180,7,1
D,Ship,medium,4522,145,8,0
F,Ship,medium,4932,248,6,0
A,Ship,high,4805,242,4,0
B,Ship,medium,5045,237,8,1
C,Ship,low,4793,203,4,0
F,Ship,low,4403,186,6,0
D,Ship,low,5986,155,1,0
F,Ship,low,5604,153,5,1
A,Ship,medium,4659,199,10,0
B,Ship,medium,4605,219,8,0
C,Ship,low,5488,156,8,0
F,Ship,low,4324,135,1,1
D,Ship,medium,5389,244,2,0
F,Ship,low,5023,183,10,0
A,Ship,low,4555,258,3,0
B,Ship,low,5853,168,3,0
C,Ship,medium,4108,161,10,1
F,Ship,low,4497,246,2,1
D,Ship,medium,5828,232,3,0
F,Ship,medium,5577,155,5,0
A,Ship,medium,5868,162,6,0
B,Ship,medium,4166,123,6,0
C,Ship,low,4575,235,10,0
F,Ship,low,5417,179,3,0
D,Ship,medium,5746,202,3,1
F,Ship,medium,5378,272,1,0
A,Ship,medium,5338,185,1,0
B,Ship,medium,4336,188,2,0
C,Ship,low,5449,250,3,1
F,Ship,low,4553,224,7,0
D,Ship,low,5943,261,10,0
F,Ship,medium,4337,200,8,0
A,Ship,medium,5837,200,3,0
B,Ship,low,4512,143,4,0
C,Ship,low,5089,199,7,0
F,Ship,medium,5791,157,2,1
D,Ship,high,4304,225,5,1
F,Ship,medium,4193,152,3,1
A,Ship,medium,5101,236,6,1
B,Ship,low,5459,266,1,0
C,Ship,medium,4410,243,4,1
F,Ship,high,5659,224,5,1
D,Ship,low,5897,153,10,0
F,Ship,medium,5737,232,7,1
A,Ship,medium,4754,253,5,1
B,Ship,low,5328,150,5,0
C,Ship,low,5724,198,5,1
F,Ship,low,4305,231,9,1
D,Ship,medium,5614,135,9,1
F,Ship,low,4711,153,5,1
A,Ship,low,4869,201,3,1
B,Ship,medium,5676,273,6,1
C,Ship,high,4298,245,4,0
F,Ship,low,4491,157,9,1
D,Ship,high,4965,150,8,1
F,Ship,low,4675,243,3,1
A,Road,high,5824,105,4,1
B,Road,low,5059,221,6,0
C,Road,medium,4858,236,10,0
F,Road,medium,4193,263,5,0
D,Road,low,5495,213,10,0
F,Road,low,5683,259,3,0
A,Road,medium,4766,190,7,0
B,Road,medium,5550,213,9,1
C,Road,medium,4623,261,5,1
F,Road,medium,4946,254,5,0
D,Road,medium,4587,151,1,1
F,Road,medium,5657,187,9,1
A,Road,medium,4606,139,1,0
B,Road,high,4741,173,10,0
C,Road,low,5175,136,10,0
F,Road,high,5597,272,1,0
D,Road,low,4649,116,6,0
F,Road,low,4212,181,10,1
A,Road,medium,4914,230,4,1
B,Road,medium,5964,127,3,0
C,Road,low,5760,182,2,0
F,Road,medium,4556,186,7,0
D,Flight,low,4610,271,3,1
F,Flight,medium,5385,171,1,1
A,Flight,medium,5328,238,2,0
B,Flight,low,4453,184,8,1
C,Flight,low,4767,214,8,0
F,Flight,medium,4898,279,5,1
D,Flight,low,4184,168,1,1
F,Flight,medium,4511,221,8,1
A,Flight,medium,5379,260,7,1
B,Flight,medium,5010,204,2,0
C,Flight,medium,4918,142,6,0
F,Flight,medium,5669,178,3,0
D,Flight,medium,4234,203,6,0
F,Flight,medium,4329,180,9,0
A,Flight,medium,4596,193,3,0
B,Flight,high,4259,99,4,0
C,Flight,low,4347,250,1,0
F,Flight,medium,4250,152,3,1
D,Flight,low,5418,265,10,1
F,Flight,medium,4566,226,2,0
A,Flight,low,4405,234,3,0
B,Flight,high,4732,225,4,0
C,Ship,medium,4623,161,9,0
F,Ship,medium,5110,246,10,0
D,Ship,medium,4850,162,10,1
F,Ship,medium,5016,135,2,0
A,Ship,low,4875,201,10,0
B,Ship,low,5533,235,1,1
C,Ship,low,5192,214,10,0
F,Ship,medium,5678,245,8,1
D,Ship,low,5564,192,10,0
F,Ship,low,4333,179,3,1
A,Ship,medium,5440,210,9,0
B,Ship,medium,4635,209,2,0
C,Ship,medium,4323,200,7,0
F,Ship,medium,4871,165,5,0
D,Ship,medium,4296,168,7,0
F,Ship,low,5192,203,10,0
A,Ship,medium,5416,202,8,0
B,Ship,medium,5252,266,2,1
C,Ship,low,5182,248,2,0
F,Ship,low,5395,173,5,0
D,Ship,medium,5668,156,8,1
F,Ship,high,5978,109,2,1
A,Ship,low,4830,250,6,1
B,Ship,medium,5641,195,3,1
C,Ship,low,4018,160,10,1
F,Ship,low,5320,189,5,0
D,Ship,medium,5897,239,9,1
F,Ship,medium,5399,204,5,0
A,Ship,low,4610,156,5,0
B,Ship,high,5695,192,7,1
C,Ship,low,5546,233,7,1
F,Ship,low,5944,253,3,1
D,Ship,low,4165,277,10,0
F,Ship,low,5883,211,9,1
A,Ship,medium,5554,172,10,1
B,Ship,low,4498,211,4,1
C,Ship,high,4521,248,2,0
F,Ship,medium,5623,176,4,0
D,Ship,medium,5841,100,6,0
F,Ship,low,4393,195,1,1
A,Ship,low,5617,137,4,0
B,Ship,medium,5464,195,2,0
C,Ship,low,5810,185,9,0
F,Ship,medium,4753,250,9,0
D,Ship,low,4660,150,2,1
F,Ship,medium,4251,166,9,0
A,Ship,medium,4127,257,5,0
B,Ship,medium,4392,249,5,0
C,Ship,medium,4480,268,7,1
F,Ship,low,5749,273,3,1
D,Ship,medium,4107,246,9,0
F,Ship,medium,4843,142,1,1
A,Ship,low,5464,168,6,1
B,Ship,low,5978,249,9,1
C,Ship,medium,5319,220,6,0
F,Ship,low,4765,189,7,0
D,Ship,low,5623,237,5,1
F,Ship,high,5324,247,2,1
A,Ship,medium,4543,250,1,1
B,Ship,low,4602,207,1,0
C,Ship,low,4202,201,3,0
F,Ship,low,5326,142,6,0
D,Ship,low,4639,207,7,0
F,Ship,high,4310,214,10,0
A,Ship,medium,4337,134,8,0
B,Ship,medium,4146,178,6,0
C,Ship,low,4686,186,4,1
F,Ship,low,4505,250,10,0
D,Ship,medium,5434,172,10,0
F,Ship,low,4049,265,10,0
A,Ship,medium,4244,158,10,1
B,Ship,medium,5536,180,10,0
C,Ship,high,5364,173,3,0
F,Ship,medium,5772,153,10,0
D,Ship,high,5197,182,7,0
F,Ship,low,5004,192,9,0
A,Ship,medium,4112,285,9,0
B,Ship,low,4279,151,6,0
C,Ship,low,4501,242,7,0
F,Ship,medium,5860,237,4,0
D,Ship,low,1032,259,7,0
F,Ship,low,1046,249,2,1
A,Ship,high,1708,289,5,0
B,Ship,medium,1118,308,4,0
C,Ship,medium,1954,297,2,0
F,Ship,low,1005,255,4,0
D,Ship,low,1287,266,9,0
F,Ship,low,1632,302,6,0
A,Ship,medium,1579,223,6,1
B,Ship,low,1266,261,9,1
C,Ship,low,1316,273,10,0
F,Ship,low,1131,260,9,1
D,Ship,low,1504,266,1,1
F,Road,low,1708,164,4,0
A,Road,medium,1321,240,3,0
B,Road,medium,1479,305,9,1
C,Road,low,1471,248,3,1
F,Road,medium,1060,279,8,0
D,Road,low,1978,244,10,1
F,Road,low,1017,267,9,0
A,Road,medium,1754,275,7,0
B,Road,low,4240,168,10,0
C,Road,low,4696,249,2,0
F,Road,medium,4555,220,7,1
D,Road,low,4553,189,5,0
F,Road,low,5922,237,9,0
A,Road,high,5214,247,1,0
B,Road,medium,5322,250,9,1
C,Road,low,4179,207,9,0
F,Road,low,5340,201,7,0
D,Road,low,4472,142,2,0
F,Road,low,5852,207,6,1
A,Road,high,4938,214,7,0
B,Road,medium,4244,134,5,0
C,Road,medium,4774,178,8,1
F,Flight,low,5604,186,2,1
D,Flight,low,4488,250,5,1
F,Flight,medium,5106,172,10,1
A,Flight,low,4380,265,6,0
B,Flight,medium,4166,158,6,0
C,Flight,medium,5068,180,4,1
F,Flight,high,5749,173,1,0
D,Flight,medium,5456,153,4,1
F,Flight,high,5624,182,3,0
A,Flight,low,4056,192,7,1
B,Flight,medium,5030,285,7,1
C,Flight,low,4692,151,8,1
F,Flight,low,5803,242,1,1
D,Flight,medium,4476,237,1,1
F,Flight,low,1177,259,10,0
A,Flight,low,1673,249,9,1
B,Flight,high,1822,289,4,0
C,Flight,medium,1303,308,4,0
F,Flight,medium,1080,297,1,0
D,Flight,low,1192,255,1,0
F,Flight,low,1876,266,9,0
A,Flight,low,1647,302,4,0
B,Ship,medium,1124,223,1,1
C,Ship,low,1794,261,5,1
F,Ship,low,1223,273,4,1
D,Ship,low,1140,260,10,0
F,Ship,low,1274,266,10,1
A,Ship,low,1243,164,7,0
B,Ship,medium,1852,240,2,1
C,Ship,medium,1072,305,9,0
F,Ship,low,1284,248,4,1
D,Ship,medium,1210,279,5,0
F,Ship,low,1702,244,5,1
A,Ship,medium,1429,237,2,1
B,Ship,medium,1154,251,1,1
C,Ship,low,1044,247,4,0
F,Ship,medium,1532,262,4,1
D,Ship,medium,1170,223,10,1
F,Ship,low,1145,275,3,0
A,Ship,medium,1284,139,8,1
B,Ship,low,1155,245,3,0
C,Ship,high,1033,278,3,0
F,Ship,low,1776,243,2,1
D,Ship,low,1290,309,1,1
F,Ship,low,1150,279,1,1
A,Ship,medium,1903,247,3,0
B,Ship,medium,1059,235,6,1
C,Ship,medium,1906,268,10,0
F,Ship,medium,1305,309,9,0
D,Ship,low,1125,308,2,1
F,Ship,high,1593,237,2,1
A,Ship,low,1241,291,9,1
B,Ship,medium,1736,264,6,1
C,Ship,medium,1284,212,3,1
F,Ship,low,1694,196,10,1
D,Ship,low,1860,260,6,0
F,Ship,low,1201,266,6,0
A,Ship,high,1491,254,6,1
B,Ship,low,1018,249,8,1
C,Ship,medium,1300,279,7,0
F,Ship,high,1261,306,5,1
D,Ship,medium,1530,249,3,1
F,Ship,low,1249,297,9,1
A,Ship,low,1561,273,6,0
B,Ship,low,1817,299,9,0
C,Ship,medium,1574,240,10,1
F,Ship,low,1765,260,2,0
D,Ship,low,1924,251,7,1
F,Ship,medium,1693,256,2,1
A,Ship,medium,1659,226,5,0
B,Ship,low,1197,262,10,1
C,Ship,low,1334,261,6,0
F,Ship,low,1324,181,6,1
D,Ship,medium,1928,254,6,1
F,Ship,medium,1806,288,8,1
A,Ship,low,1798,245,10,0
B,Ship,medium,1809,252,9,0
C,Ship,low,1326,293,8,1
F,Ship,low,1729,253,9,0
D,Ship,low,1606,245,10,0
F,Ship,medium,1946,247,3,0
A,Ship,low,1371,274,7,1
B,Ship,low,1480,283,8,0
C,Ship,low,1690,286,8,1
F,Ship,low,1695,257,10,1
D,Ship,low,1232,258,2,1
F,Ship,medium,5616,201,6,1
A,Ship,low,5392,231,1,1
B,Ship,high,5133,161,5,1
C,Ship,low,5845,250,8,0
F,Ship,low,4179,169,6,0
D,Ship,low,4318,191,1,1
F,Ship,medium,4186,271,4,1
A,Ship,low,5218,271,3,1
B,Ship,low,5821,224,1,0
C,Ship,low,5302,276,10,1
F,Ship,low,5258,264,3,0
D,Ship,low,4354,185,10,0
F,Ship,low,4112,253,5,1
A,Ship,low,4432,155,1,1
B,Ship,low,5632,219,5,0
C,Ship,medium,4768,204,7,0
F,Ship,low,5496,196,3,0
D,Ship,low,4483,205,4,0
F,Ship,low,4725,187,9,1
A,Ship,medium,5267,221,6,0
B,Ship,medium,5165,143,1,1
C,Ship,high,5858,135,4,0
F,Ship,low,5596,207,7,0
D,Ship,low,4692,245,7,0
F,Ship,low,4677,257,2,1
A,Ship,high,5694,186,1,1
B,Ship,low,4054,246,2,1
C,Ship,low,4504,255,2,0
F,Ship,low,4645,206,1,0
D,Road,medium,4298,178,9,0
F,Road,low,4154,274,5,0
A,Road,low,5107,269,7,0
B,Road,low,4766,282,9,0
C,Road,high,4874,108,5,1
F,Road,medium,4709,268,7,0
D,Road,medium,5052,215,3,1
F,Road,low,5323,169,1,0
A,Road,low,4482,165,4,0
B,Road,low,5856,192,2,1
C,Road,low,5076,206,9,1
F,Road,medium,4408,151,8,1
D,Road,low,4950,150,5,0
F,Road,low,4316,250,10,0
A,Road,medium,5986,168,2,1
B,Road,low,4657,137,3,0
C,Road,low,5216,148,1,1
F,Road,low,4057,215,7,0
D,Road,medium,4013,269,2,1
F,Road,low,4060,139,1,1
A,Road,low,4944,205,10,0
B,Road,low,4925,212,9,0
C,Flight,medium,5749,136,10,0
F,Flight,medium,4088,231,4,0
D,Flight,low,5151,215,7,1
F,Flight,medium,5624,179,3,0
A,Flight,medium,5374,223,3,0
B,Flight,low,5566,210,6,0
C,Flight,high,5653,133,8,1
F,Flight,low,4292,187,8,1
D,Flight,medium,5630,256,2,0
F,Flight,low,4788,138,10,0
A,Flight,medium,4020,198,7,0
B,Flight,medium,4145,256,6,1
C,Flight,low,5546,254,3,0
F,Flight,medium,5230,267,9,1
D,Flight,high,5588,286,5,0
F,Flight,low,4042,215,3,0
A,Flight,medium,4949,222,5,0
B,Flight,medium,4837,267,1,1
C,Flight,low,5908,235,4,1
F,Flight,low,4154,181,2,0
D,Flight,low,5530,173,5,1
F,Flight,low,4803,208,1,0
A,Ship,low,4114,221,6,1
B,Ship,medium,5000,141,9,0
C,Ship,high,4910,238,4,0
F,Ship,low,4372,126,6,1
D,Ship,low,4752,196,3,0
F,Ship,high,4032,169,7,1
A,Ship,low,5184,249,10,0
B,Ship,medium,4659,198,5,0
C,Ship,low,4410,197,2,0
F,Ship,medium,5215,251,3,1
D,Ship,medium,5780,145,8,0
F,Ship,low,5253,249,4,1
A,Ship,low,5089,103,2,0
B,Ship,medium,4426,264,1,0
C,Ship,medium,4243,206,8,1
F,Ship,medium,5135,139,2,0
D,Ship,low,5248,270,7,1
F,Ship,low,4878,227,8,1
A,Ship,medium,4828,179,10,0
B,Ship,medium,5269,273,6,1
C,Ship,low,4944,153,7,1
F,Ship,medium,5248,112,9,1
D,Ship,high,5865,114,10,0
F,Ship,high,4117,214,1,1
A,Ship,low,5031,196,4,0
B,Ship,medium,4382,159,5,0
C,Ship,low,5862,258,1,0
F,Ship,low,4997,125,10,0
D,Ship,medium,5219,232,7,1
F,Ship,high,5709,196,10,1
A,Ship,low,5549,257,3,1
B,Ship,low,5124,219,6,0
C,Ship,medium,5977,223,7,0
F,Ship,low,4137,166,10,0
D,Ship,high,4435,264,5,1
F,Ship,low,5914,182,5,0
A,Ship,medium,4529,260,2,0
B,Ship,low,5486,268,8,0
C,Ship,low,4098,272,4,0
F,Ship,low,4760,135,3,0
D,Ship,medium,4442,164,3,1
F,Ship,medium,5818,153,9,0
A,Ship,low,4274,175,8,1
B,Ship,medium,5148,231,9,1
C,Ship,low,5555,222,3,0
F,Ship,low,5844,261,1,0
D,Ship,low,4604,223,10,0
F,Ship,medium,4027,222,2,1
A,Ship,low,5794,240,9,1
B,Ship,high,5208,137,6,0
C,Ship,medium,5964,181,6,0
F,Ship,low,5722,261,3,1
D,Ship,low,4804,226,4,0
F,Ship,medium,5705,246,3,0
A,Ship,medium,5460,226,1,0
B,Ship,low,4723,238,3,0
C,Ship,low,4453,173,3,1
F,Ship,low,4415,257,10,0
D,Ship,low,5112,160,9,1
F,Ship,low,4459,179,9,1
A,Ship,low,4807,101,3,0
B,Ship,medium,5390,263,9,0
C,Ship,medium,5683,210,4,0
F,Ship,low,5107,166,4,0
D,Ship,low,4862,163,4,0
F,Ship,medium,4402,143,1,1
A,Ship,medium,4212,248,5,0
B,Ship,low,4940,198,8,0
C,Ship,low,5355,150,6,0
F,Ship,medium,5004,195,1,0
D,Ship,low,4266,213,1,0
F,Ship,medium,5982,245,8,1
A,Ship,medium,5557,199,8,1
B,Ship,high,4142,192,5,1
C,Ship,medium,4582,247,3,0
F,Ship,medium,4741,221,7,1
D,Ship,medium,5193,200,9,0
F,Ship,low,5540,260,5,0
A,Ship,low,4643,98,5,0
B,Ship,low,5719,198,5,0
C,Ship,medium,5698,168,1,1
F,Ship,medium,5134,260,1,0
D,Ship,low,5773,266,3,1
F,Ship,low,5366,239,8,1
A,Ship,medium,5801,214,9,0
B,Ship,medium,5929,203,8,0
C,Ship,medium,4320,264,3,1
F,Ship,medium,5607,169,2,0
D,Ship,low,5749,167,1,0
F,Ship,low,5671,266,2,1
A,Ship,low,4303,182,1,0
B,Ship,high,5339,195,5,1
C,Ship,low,5198,153,8,0
F,Road,high,5369,238,2,1
D,Road,low,5186,238,9,0
F,Road,high,5500,180,4,0
A,Road,medium,1177,262,1,0
B,Road,medium,1484,223,5,1
C,Road,low,1924,275,10,0
F,Road,medium,1691,139,8,1
D,Road,low,1884,245,7,1
F,Road,high,1967,278,8,0
A,Road,low,1118,243,5,0
B,Road,low,1151,309,4,0
C,Road,low,1836,279,5,0
F,Road,medium,1461,247,7,1
D,Road,medium,1393,235,10,0
F,Road,medium,1660,268,10,0
A,Road,medium,1782,309,10,0
B,Road,low,4490,213,7,0
C,Road,medium,5051,245,6,0
F,Road,medium,4377,199,7,1
D,Road,high,5669,192,1,1
F,Road,medium,4832,247,3,0
A,Road,medium,4523,221,8,0
B,Flight,medium,4944,200,8,0
C,Flight,low,4224,260,9,0
F,Flight,low,5188,98,5,0
D,Flight,low,5025,198,5,1
F,Flight,medium,5276,168,8,1
A,Flight,medium,4730,260,9,1
B,Flight,low,4639,266,7,0
C,Flight,low,4425,239,2,0
F,Flight,medium,4573,214,6,1
D,Flight,medium,4196,203,3,0
F,Flight,medium,4025,264,6,1
A,Flight,medium,5957,169,3,1
B,Flight,low,5042,167,5,1
C,Flight,low,4102,266,5,1
F,Flight,low,5555,182,3,0
D,Flight,high,4944,195,8,1
F,Flight,low,4624,153,5,0
A,Flight,high,5907,238,5,1
B,Flight,low,4046,238,3,0
C,Flight,high,4408,180,4,0
F,Flight,medium,1696,262,1,0
D,Flight,medium,1678,223,5,0
F,Ship,low,1349,275,7,0
A,Ship,medium,1081,139,10,1
B,Ship,low,1437,245,6,1
C,Ship,high,1761,278,6,0
F,Ship,low,1637,243,2,0
D,Ship,low,1880,309,7,0
F,Ship,low,1128,279,9,0
A,Ship,medium,1941,247,8,0
B,Ship,medium,1032,235,9,1
C,Ship,low,1875,274,7,1
F,Ship,low,1374,283,3,1
D,Ship,low,1282,286,9,1
F,Ship,low,1329,257,9,0
A,Ship,low,1400,223,2,0
B,Ship,low,1001,239,7,1
C,Ship,low,1400,246,1,1
F,Ship,low,1587,295,10,0
D,Ship,low,1588,305,5,0
F,Ship,medium,1148,177,3,0
A,Ship,low,1262,257,3,1
B,Ship,low,1123,306,6,0
C,Ship,medium,1704,226,6,1
F,Ship,low,1381,228,9,0
D,Ship,low,1476,225,7,0
F,Ship,low,1864,289,5,1
A,Ship,low,1409,261,2,0
B,Ship,medium,1886,255,10,0
C,Ship,medium,1510,266,2,1
F,Ship,low,1784,290,5,0
D,Ship,low,1460,235,6,0
F,Ship,low,1490,250,3,1
A,Ship,low,1409,245,3,0
B,Ship,medium,1096,286,9,1
C,Ship,low,1989,271,9,0
F,Ship,low,1192,242,9,1
D,Ship,low,1091,282,8,1
F,Ship,low,1003,254,7,0
A,Ship,medium,1004,242,1,1
B,Ship,low,1551,263,9,0
C,Ship,low,1126,278,5,1
F,Ship,low,1624,255,3,1
D,Ship,low,1330,184,4,1
F,Ship,medium,1108,257,9,1
A,Ship,medium,1983,214,3,1
B,Ship,low,1200,301,3,1
C,Ship,medium,1273,264,1,0
F,Ship,medium,1080,256,5,1
D,Ship,low,1507,275,1,0
F,Ship,medium,1953,236,4,0
A,Ship,low,1224,303,9,1
B,Ship,medium,1652,284,4,1
C,Ship,low,1279,229,2,0
F,Ship,low,1665,258,4,1
D,Ship,low,1066,243,3,1
F,Ship,medium,1378,306,8,0
A,Ship,low,1386,235,6,0
B,Ship,low,1021,150,4,0
C,Ship,low,1112,291,5,1
F,Ship,low,1038,278,2,1
D,Ship,low,1986,240,10,0
F,Ship,medium,1534,272,10,1
A,Ship,low,1911,246,6,0
B,Ship,medium,1090,266,3,0
C,Ship,low,1015,252,10,1
F,Ship,low,1824,254,2,0
D,Ship,medium,1426,305,3,1
F,Ship,high,1406,307,3,0
A,Ship,low,1180,278,5,0
B,Ship,medium,1897,265,10,0
C,Ship,low,1005,248,10,0
F,Ship,low,1052,299,4,1
D,Ship,low,1866,280,10,1
F,Ship,low,1228,247,9,0
A,Ship,low,1361,273,3,1
B,Ship,low,1638,254,7,1
C,Ship,medium,1876,246,9,0
F,Ship,low,1433,251,3,0
D,Ship,low,1400,262,9,0
F,Ship,low,1956,245,3,1
A,Ship,medium,2000,273,8,0
B,Ship,medium,5006,268,4,0
C,Ship,low,5337,244,7,0
F,Ship,low,5044,260,6,0
D,Ship,low,4108,271,4,0
F,Ship,medium,4919,219,5,1
A,Ship,medium,5354,193,9,0
